id,depth,geometry
1842.0,1.0,"POLYGON ((669.9999997905605 379.99999970329407, 669.9999998080139 389.99999970329407, 675 389.9999996945674, 675 379.9999996945674, 669.9999997905605 379.99999970329407))"
1792.0,1.0,"POLYGON ((669.9999998080139 389.99999970329407, 669.9999998254672 399.99999970329407, 675 399.9999996945674, 675 389.9999996945674, 669.9999998080139 389.99999970329407))"
1742.0,1.0,"POLYGON ((669.9999998254672 399.99999970329407, 669.9999998429204 409.99999970329407, 675 409.9999996945674, 675 399.9999996945674, 669.9999998254672 399.99999970329407))"
1692.0,1.0,"POLYGON ((669.9999998429204 409.99999970329407, 669.9999998603737 419.99999970329407, 675 419.9999996945674, 675 409.9999996945674, 669.9999998429204 409.99999970329407))"
2142.0,1.0,"POLYGON ((669.9999997032941 329.99999970329407, 675 329.9999996945674, 675 325, 669.9999996945675 325, 669.9999997032941 329.99999970329407))"
1637.0,1.0,"POLYGON ((629.999999877827 429.9999997731072, 629.9999998603737 419.9999997731072, 619.9999998603737 419.99999979056054, 619.999999877827 429.99999979056054, 629.999999877827 429.9999997731072))"
1636.0,1.0,"POLYGON ((619.999999877827 429.99999979056054, 619.9999998603737 419.99999979056054, 609.9999998603737 419.99999980801385, 609.999999877827 429.99999980801385, 619.999999877827 429.99999979056054))"
1635.0,1.0,"POLYGON ((609.999999877827 429.99999980801385, 609.9999998603737 419.99999980801385, 599.9999998603737 419.99999982546717, 599.999999877827 429.99999982546717, 609.999999877827 429.99999980801385))"
1634.0,1.0,"POLYGON ((599.999999877827 429.99999982546717, 599.9999998603737 419.99999982546717, 589.9999998603737 419.9999998429204, 589.999999877827 429.9999998429204, 599.999999877827 429.99999982546717))"
1591.0,1.0,"POLYGON ((669.9999998952803 439.99999970329407, 669.999999877827 429.99999970329407, 659.999999877827 429.9999997207474, 659.9999998952803 439.9999997207474, 669.9999998952803 439.99999970329407))"
1590.0,1.0,"POLYGON ((659.9999998952803 439.9999997207474, 659.999999877827 429.9999997207474, 649.999999877827 429.9999997382007, 649.9999998952803 439.9999997382007, 659.9999998952803 439.9999997207474))"
1589.0,1.0,"POLYGON ((649.9999998952803 439.9999997382007, 649.999999877827 429.9999997382007, 639.999999877827 429.9999997556539, 639.9999998952803 439.9999997556539, 649.9999998952803 439.9999997382007))"
1588.0,1.0,"POLYGON ((639.9999998952803 439.9999997556539, 639.999999877827 429.9999997556539, 629.999999877827 429.9999997731072, 629.9999998952803 439.9999997731072, 639.9999998952803 439.9999997556539))"
1587.0,1.0,"POLYGON ((629.9999998952803 439.9999997731072, 629.999999877827 429.9999997731072, 619.999999877827 429.99999979056054, 619.9999998952803 439.99999979056054, 629.9999998952803 439.9999997731072))"
1586.0,1.0,"POLYGON ((619.9999998952803 439.99999979056054, 619.999999877827 429.99999979056054, 609.999999877827 429.99999980801385, 609.9999998952803 439.99999980801385, 619.9999998952803 439.99999979056054))"
1585.0,1.0,"POLYGON ((609.9999998952803 439.99999980801385, 609.999999877827 429.99999980801385, 599.999999877827 429.99999982546717, 599.9999998952803 439.99999982546717, 609.9999998952803 439.99999980801385))"
1584.0,1.0,"POLYGON ((599.9999998952803 439.99999982546717, 599.999999877827 429.99999982546717, 589.999999877827 429.9999998429204, 589.9999998952803 439.9999998429204, 599.9999998952803 439.99999982546717))"
1541.0,1.0,"POLYGON ((669.9999999127335 449.99999970329407, 669.9999998952803 439.99999970329407, 659.9999998952803 439.9999997207474, 659.9999999127335 449.9999997207474, 669.9999999127335 449.99999970329407))"
1540.0,1.0,"POLYGON ((659.9999999127335 449.9999997207474, 659.9999998952803 439.9999997207474, 649.9999998952803 439.9999997382007, 649.9999999127335 449.9999997382007, 659.9999999127335 449.9999997207474))"
1539.0,1.0,"POLYGON ((649.9999999127335 449.9999997382007, 649.9999998952803 439.9999997382007, 639.9999998952803 439.9999997556539, 639.9999999127335 449.9999997556539, 649.9999999127335 449.9999997382007))"
1538.0,1.0,"POLYGON ((639.9999999127335 449.9999997556539, 639.9999998952803 439.9999997556539, 629.9999998952803 439.9999997731072, 629.9999999127335 449.9999997731072, 639.9999999127335 449.9999997556539))"
1537.0,1.0,"POLYGON ((629.9999999127335 449.9999997731072, 629.9999998952803 439.9999997731072, 619.9999998952803 439.99999979056054, 619.9999999127335 449.99999979056054, 629.9999999127335 449.9999997731072))"
1536.0,1.0,"POLYGON ((619.9999999127335 449.99999979056054, 619.9999998952803 439.99999979056054, 609.9999998952803 439.99999980801385, 609.9999999127335 449.99999980801385, 619.9999999127335 449.99999979056054))"
1535.0,1.0,"POLYGON ((609.9999999127335 449.99999980801385, 609.9999998952803 439.99999980801385, 599.9999998952803 439.99999982546717, 599.9999999127335 449.99999982546717, 609.9999999127335 449.99999980801385))"
1534.0,1.0,"POLYGON ((599.9999999127335 449.99999982546717, 599.9999998952803 439.99999982546717, 589.9999998952803 439.9999998429204, 589.9999999127335 449.9999998429204, 599.9999999127335 449.99999982546717))"
1491.0,1.0,"POLYGON ((669.9999999301868 459.99999970329407, 669.9999999127335 449.99999970329407, 659.9999999127335 449.9999997207474, 659.9999999301868 459.9999997207474, 669.9999999301868 459.99999970329407))"
1490.0,1.0,"POLYGON ((659.9999999301868 459.9999997207474, 659.9999999127335 449.9999997207474, 649.9999999127335 449.9999997382007, 649.9999999301868 459.9999997382007, 659.9999999301868 459.9999997207474))"
1489.0,1.0,"POLYGON ((649.9999999301868 459.9999997382007, 649.9999999127335 449.9999997382007, 639.9999999127335 449.9999997556539, 639.9999999301868 459.9999997556539, 649.9999999301868 459.9999997382007))"
1488.0,1.0,"POLYGON ((639.9999999301868 459.9999997556539, 639.9999999127335 449.9999997556539, 629.9999999127335 449.9999997731072, 629.9999999301868 459.9999997731072, 639.9999999301868 459.9999997556539))"
1487.0,1.0,"POLYGON ((629.9999999301868 459.9999997731072, 629.9999999127335 449.9999997731072, 619.9999999127335 449.99999979056054, 619.9999999301868 459.99999979056054, 629.9999999301868 459.9999997731072))"
1486.0,1.0,"POLYGON ((619.9999999301868 459.99999979056054, 619.9999999127335 449.99999979056054, 609.9999999127335 449.99999980801385, 609.9999999301868 459.99999980801385, 619.9999999301868 459.99999979056054))"
1485.0,1.0,"POLYGON ((609.9999999301868 459.99999980801385, 609.9999999127335 449.99999980801385, 599.9999999127335 449.99999982546717, 599.9999999301868 459.99999982546717, 609.9999999301868 459.99999980801385))"
1484.0,1.0,"POLYGON ((599.9999999301868 459.99999982546717, 599.9999999127335 449.99999982546717, 589.9999999127335 449.9999998429204, 589.9999999301868 459.9999998429204, 599.9999999301868 459.99999982546717))"
1441.0,1.0,"POLYGON ((669.9999999476402 469.99999970329407, 669.9999999301868 459.99999970329407, 659.9999999301868 459.9999997207474, 659.9999999476402 469.9999997207474, 669.9999999476402 469.99999970329407))"
1440.0,1.0,"POLYGON ((659.9999999476402 469.9999997207474, 659.9999999301868 459.9999997207474, 649.9999999301868 459.9999997382007, 649.9999999476402 469.9999997382007, 659.9999999476402 469.9999997207474))"
1439.0,1.0,"POLYGON ((649.9999999476402 469.9999997382007, 649.9999999301868 459.9999997382007, 639.9999999301868 459.9999997556539, 639.9999999476402 469.9999997556539, 649.9999999476402 469.9999997382007))"
1438.0,1.0,"POLYGON ((639.9999999476402 469.9999997556539, 639.9999999301868 459.9999997556539, 629.9999999301868 459.9999997731072, 629.9999999476402 469.9999997731072, 639.9999999476402 469.9999997556539))"
1437.0,1.0,"POLYGON ((629.9999999476402 469.9999997731072, 629.9999999301868 459.9999997731072, 619.9999999301868 459.99999979056054, 619.9999999476402 469.99999979056054, 629.9999999476402 469.9999997731072))"
1436.0,1.0,"POLYGON ((619.9999999476402 469.99999979056054, 619.9999999301868 459.99999979056054, 609.9999999301868 459.99999980801385, 609.9999999476402 469.99999980801385, 619.9999999476402 469.99999979056054))"
1435.0,1.0,"POLYGON ((609.9999999476402 469.99999980801385, 609.9999999301868 459.99999980801385, 599.9999999301868 459.99999982546717, 599.9999999476402 469.99999982546717, 609.9999999476402 469.99999980801385))"
1434.0,1.0,"POLYGON ((599.9999999476402 469.99999982546717, 599.9999999301868 459.99999982546717, 589.9999999301868 459.9999998429204, 589.9999999476402 469.9999998429204, 599.9999999476402 469.99999982546717))"
1391.0,1.0,"POLYGON ((669.9999999650935 479.99999970329407, 669.9999999476402 469.99999970329407, 659.9999999476402 469.9999997207474, 659.9999999650935 479.9999997207474, 669.9999999650935 479.99999970329407))"
1390.0,1.0,"POLYGON ((659.9999999650935 479.9999997207474, 659.9999999476402 469.9999997207474, 649.9999999476402 469.9999997382007, 649.9999999650935 479.9999997382007, 659.9999999650935 479.9999997207474))"
1389.0,1.0,"POLYGON ((649.9999999650935 479.9999997382007, 649.9999999476402 469.9999997382007, 639.9999999476402 469.9999997556539, 639.9999999650935 479.9999997556539, 649.9999999650935 479.9999997382007))"
1388.0,1.0,"POLYGON ((639.9999999650935 479.9999997556539, 639.9999999476402 469.9999997556539, 629.9999999476402 469.9999997731072, 629.9999999650935 479.9999997731072, 639.9999999650935 479.9999997556539))"
1387.0,1.0,"POLYGON ((629.9999999650935 479.9999997731072, 629.9999999476402 469.9999997731072, 619.9999999476402 469.99999979056054, 619.9999999650935 479.99999979056054, 629.9999999650935 479.9999997731072))"
1386.0,1.0,"POLYGON ((619.9999999650935 479.99999979056054, 619.9999999476402 469.99999979056054, 609.9999999476402 469.99999980801385, 609.9999999650935 479.99999980801385, 619.9999999650935 479.99999979056054))"
1385.0,1.0,"POLYGON ((609.9999999650935 479.99999980801385, 609.9999999476402 469.99999980801385, 599.9999999476402 469.99999982546717, 599.9999999650935 479.99999982546717, 609.9999999650935 479.99999980801385))"
1384.0,1.0,"POLYGON ((599.9999999650935 479.99999982546717, 599.9999999476402 469.99999982546717, 589.9999999476402 469.9999998429204, 589.9999999650935 479.9999998429204, 599.9999999650935 479.99999982546717))"
1341.0,1.0,"POLYGON ((669.9999999825468 489.99999970329407, 669.9999999650935 479.99999970329407, 659.9999999650935 479.9999997207474, 659.9999999825468 489.9999997207474, 669.9999999825468 489.99999970329407))"
1340.0,1.0,"POLYGON ((659.9999999825468 489.9999997207474, 659.9999999650935 479.9999997207474, 649.9999999650935 479.9999997382007, 649.9999999825468 489.9999997382007, 659.9999999825468 489.9999997207474))"
1339.0,1.0,"POLYGON ((649.9999999825468 489.9999997382007, 649.9999999650935 479.9999997382007, 639.9999999650935 479.9999997556539, 639.9999999825468 489.9999997556539, 649.9999999825468 489.9999997382007))"
1338.0,1.0,"POLYGON ((639.9999999825468 489.9999997556539, 639.9999999650935 479.9999997556539, 629.9999999650935 479.9999997731072, 629.9999999825468 489.9999997731072, 639.9999999825468 489.9999997556539))"
1337.0,1.0,"POLYGON ((629.9999999825468 489.9999997731072, 629.9999999650935 479.9999997731072, 619.9999999650935 479.99999979056054, 619.9999999825468 489.99999979056054, 629.9999999825468 489.9999997731072))"
1336.0,1.0,"POLYGON ((619.9999999825468 489.99999979056054, 619.9999999650935 479.99999979056054, 609.9999999650935 479.99999980801385, 609.9999999825468 489.99999980801385, 619.9999999825468 489.99999979056054))"
1335.0,1.0,"POLYGON ((609.9999999825468 489.99999980801385, 609.9999999650935 479.99999980801385, 599.9999999650935 479.99999982546717, 599.9999999825468 489.99999982546717, 609.9999999825468 489.99999980801385))"
1334.0,1.0,"POLYGON ((599.9999999825468 489.99999982546717, 599.9999999650935 479.99999982546717, 589.9999999650935 479.9999998429204, 589.9999999825468 489.9999998429204, 599.9999999825468 489.99999982546717))"
1291.0,1.0,"POLYGON ((670 499.99999970329407, 669.9999999825468 489.99999970329407, 659.9999999825468 489.9999997207474, 660 499.9999997207474, 670 499.99999970329407))"
1290.0,1.0,"POLYGON ((660 499.9999997207474, 659.9999999825468 489.9999997207474, 649.9999999825468 489.9999997382007, 650 499.9999997382007, 660 499.9999997207474))"
1289.0,1.0,"POLYGON ((650 499.9999997382007, 649.9999999825468 489.9999997382007, 639.9999999825468 489.9999997556539, 640 499.9999997556539, 650 499.9999997382007))"
1288.0,1.0,"POLYGON ((640 499.9999997556539, 639.9999999825468 489.9999997556539, 629.9999999825468 489.9999997731072, 630 499.9999997731072, 640 499.9999997556539))"
1287.0,1.0,"POLYGON ((630 499.9999997731072, 629.9999999825468 489.9999997731072, 619.9999999825468 489.99999979056054, 620 499.99999979056054, 630 499.9999997731072))"
1286.0,1.0,"POLYGON ((620 499.99999979056054, 619.9999999825468 489.99999979056054, 609.9999999825468 489.99999980801385, 610 499.99999980801385, 620 499.99999979056054))"
1285.0,1.0,"POLYGON ((610 499.99999980801385, 609.9999999825468 489.99999980801385, 599.9999999825468 489.99999982546717, 600 499.99999982546717, 610 499.99999980801385))"
1284.0,1.0,"POLYGON ((600 499.99999982546717, 599.9999999825468 489.99999982546717, 589.9999999825468 489.9999998429204, 590 499.9999998429204, 600 499.99999982546717))"
1241.0,1.0,"POLYGON ((670.0000000174533 509.99999970329407, 670 499.99999970329407, 660 499.9999997207474, 660.0000000174533 509.9999997207474, 670.0000000174533 509.99999970329407))"
1240.0,1.0,"POLYGON ((660.0000000174533 509.9999997207474, 660 499.9999997207474, 650 499.9999997382007, 650.0000000174533 509.9999997382007, 660.0000000174533 509.9999997207474))"
1239.0,1.0,"POLYGON ((650.0000000174533 509.9999997382007, 650 499.9999997382007, 640 499.9999997556539, 640.0000000174533 509.9999997556539, 650.0000000174533 509.9999997382007))"
1238.0,1.0,"POLYGON ((640.0000000174533 509.9999997556539, 640 499.9999997556539, 630 499.9999997731072, 630.0000000174533 509.9999997731072, 640.0000000174533 509.9999997556539))"
1237.0,1.0,"POLYGON ((630.0000000174533 509.9999997731072, 630 499.9999997731072, 620 499.99999979056054, 620.0000000174533 509.99999979056054, 630.0000000174533 509.9999997731072))"
1236.0,1.0,"POLYGON ((620.0000000174533 509.99999979056054, 620 499.99999979056054, 610 499.99999980801385, 610.0000000174533 509.99999980801385, 620.0000000174533 509.99999979056054))"
1235.0,1.0,"POLYGON ((610.0000000174533 509.99999980801385, 610 499.99999980801385, 600 499.99999982546717, 600.0000000174533 509.99999982546717, 610.0000000174533 509.99999980801385))"
1234.0,1.0,"POLYGON ((600.0000000174533 509.99999982546717, 600 499.99999982546717, 590 499.9999998429204, 590.0000000174533 509.9999998429204, 600.0000000174533 509.99999982546717))"
1191.0,1.0,"POLYGON ((670.0000000349066 519.9999997032941, 670.0000000174533 509.99999970329407, 660.0000000174533 509.9999997207474, 660.0000000349066 519.9999997207474, 670.0000000349066 519.9999997032941))"
1190.0,1.0,"POLYGON ((660.0000000349066 519.9999997207474, 660.0000000174533 509.9999997207474, 650.0000000174533 509.9999997382007, 650.0000000349066 519.9999997382007, 660.0000000349066 519.9999997207474))"
2085.0,1.0,"POLYGON ((609.9999997207474 339.99999980801385, 609.9999997032941 329.99999980801385, 599.9999997032941 329.99999982546717, 599.9999997207474 339.99999982546717, 609.9999997207474 339.99999980801385))"
2084.0,1.0,"POLYGON ((599.9999997207474 339.99999982546717, 599.9999997032941 329.99999982546717, 589.9999997032941 329.9999998429204, 589.9999997207474 339.9999998429204, 599.9999997207474 339.99999982546717))"
2041.0,1.0,"POLYGON ((669.9999997382007 349.99999970329407, 669.9999997207474 339.99999970329407, 659.9999997207474 339.9999997207474, 659.9999997382007 349.9999997207474, 669.9999997382007 349.99999970329407))"
2040.0,1.0,"POLYGON ((659.9999997382007 349.9999997207474, 659.9999997207474 339.9999997207474, 649.9999997207474 339.9999997382007, 649.9999997382007 349.9999997382007, 659.9999997382007 349.9999997207474))"
2039.0,1.0,"POLYGON ((649.9999997382007 349.9999997382007, 649.9999997207474 339.9999997382007, 639.9999997207474 339.9999997556539, 639.9999997382007 349.9999997556539, 649.9999997382007 349.9999997382007))"
2038.0,1.0,"POLYGON ((639.9999997382007 349.9999997556539, 639.9999997207474 339.9999997556539, 629.9999997207474 339.9999997731072, 629.9999997382007 349.9999997731072, 639.9999997382007 349.9999997556539))"
2037.0,1.0,"POLYGON ((629.9999997382007 349.9999997731072, 629.9999997207474 339.9999997731072, 619.9999997207474 339.99999979056054, 619.9999997382007 349.99999979056054, 629.9999997382007 349.9999997731072))"
2036.0,1.0,"POLYGON ((619.9999997382007 349.99999979056054, 619.9999997207474 339.99999979056054, 609.9999997207474 339.99999980801385, 609.9999997382007 349.99999980801385, 619.9999997382007 349.99999979056054))"
2035.0,1.0,"POLYGON ((609.9999997382007 349.99999980801385, 609.9999997207474 339.99999980801385, 599.9999997207474 339.99999982546717, 599.9999997382007 349.99999982546717, 609.9999997382007 349.99999980801385))"
2034.0,1.0,"POLYGON ((599.9999997382007 349.99999982546717, 599.9999997207474 339.99999982546717, 589.9999997207474 339.9999998429204, 589.9999997382007 349.9999998429204, 599.9999997382007 349.99999982546717))"
1991.0,1.0,"POLYGON ((669.9999997556539 359.99999970329407, 669.9999997382007 349.99999970329407, 659.9999997382007 349.9999997207474, 659.9999997556539 359.9999997207474, 669.9999997556539 359.99999970329407))"
1990.0,1.0,"POLYGON ((659.9999997556539 359.9999997207474, 659.9999997382007 349.9999997207474, 649.9999997382007 349.9999997382007, 649.9999997556539 359.9999997382007, 659.9999997556539 359.9999997207474))"
1989.0,1.0,"POLYGON ((649.9999997556539 359.9999997382007, 649.9999997382007 349.9999997382007, 639.9999997382007 349.9999997556539, 639.9999997556539 359.9999997556539, 649.9999997556539 359.9999997382007))"
1988.0,1.0,"POLYGON ((639.9999997556539 359.9999997556539, 639.9999997382007 349.9999997556539, 629.9999997382007 349.9999997731072, 629.9999997556539 359.9999997731072, 639.9999997556539 359.9999997556539))"
1987.0,1.0,"POLYGON ((629.9999997556539 359.9999997731072, 629.9999997382007 349.9999997731072, 619.9999997382007 349.99999979056054, 619.9999997556539 359.99999979056054, 629.9999997556539 359.9999997731072))"
1986.0,1.0,"POLYGON ((619.9999997556539 359.99999979056054, 619.9999997382007 349.99999979056054, 609.9999997382007 349.99999980801385, 609.9999997556539 359.99999980801385, 619.9999997556539 359.99999979056054))"
1985.0,1.0,"POLYGON ((609.9999997556539 359.99999980801385, 609.9999997382007 349.99999980801385, 599.9999997382007 349.99999982546717, 599.9999997556539 359.99999982546717, 609.9999997556539 359.99999980801385))"
1984.0,1.0,"POLYGON ((599.9999997556539 359.99999982546717, 599.9999997382007 349.99999982546717, 589.9999997382007 349.9999998429204, 589.9999997556539 359.9999998429204, 599.9999997556539 359.99999982546717))"
1941.0,1.0,"POLYGON ((669.9999997731072 369.99999970329407, 669.9999997556539 359.99999970329407, 659.9999997556539 359.9999997207474, 659.9999997731072 369.9999997207474, 669.9999997731072 369.99999970329407))"
1940.0,1.0,"POLYGON ((659.9999997731072 369.9999997207474, 659.9999997556539 359.9999997207474, 649.9999997556539 359.9999997382007, 649.9999997731072 369.9999997382007, 659.9999997731072 369.9999997207474))"
1939.0,1.0,"POLYGON ((649.9999997731072 369.9999997382007, 649.9999997556539 359.9999997382007, 639.9999997556539 359.9999997556539, 639.9999997731072 369.9999997556539, 649.9999997731072 369.9999997382007))"
1938.0,1.0,"POLYGON ((639.9999997731072 369.9999997556539, 639.9999997556539 359.9999997556539, 629.9999997556539 359.9999997731072, 629.9999997731072 369.9999997731072, 639.9999997731072 369.9999997556539))"
1937.0,1.0,"POLYGON ((629.9999997731072 369.9999997731072, 629.9999997556539 359.9999997731072, 619.9999997556539 359.99999979056054, 619.9999997731072 369.99999979056054, 629.9999997731072 369.9999997731072))"
1936.0,1.0,"POLYGON ((619.9999997731072 369.99999979056054, 619.9999997556539 359.99999979056054, 609.9999997556539 359.99999980801385, 609.9999997731072 369.99999980801385, 619.9999997731072 369.99999979056054))"
1935.0,1.0,"POLYGON ((609.9999997731072 369.99999980801385, 609.9999997556539 359.99999980801385, 599.9999997556539 359.99999982546717, 599.9999997731072 369.99999982546717, 609.9999997731072 369.99999980801385))"
1934.0,1.0,"POLYGON ((599.9999997731072 369.99999982546717, 599.9999997556539 359.99999982546717, 589.9999997556539 359.9999998429204, 589.9999997731072 369.9999998429204, 599.9999997731072 369.99999982546717))"
1891.0,1.0,"POLYGON ((669.9999997905605 379.99999970329407, 669.9999997731072 369.99999970329407, 659.9999997731072 369.9999997207474, 659.9999997905605 379.9999997207474, 669.9999997905605 379.99999970329407))"
1890.0,1.0,"POLYGON ((659.9999997905605 379.9999997207474, 659.9999997731072 369.9999997207474, 649.9999997731072 369.9999997382007, 649.9999997905605 379.9999997382007, 659.9999997905605 379.9999997207474))"
1889.0,1.0,"POLYGON ((649.9999997905605 379.9999997382007, 649.9999997731072 369.9999997382007, 639.9999997731072 369.9999997556539, 639.9999997905605 379.9999997556539, 649.9999997905605 379.9999997382007))"
1888.0,1.0,"POLYGON ((639.9999997905605 379.9999997556539, 639.9999997731072 369.9999997556539, 629.9999997731072 369.9999997731072, 629.9999997905605 379.9999997731072, 639.9999997905605 379.9999997556539))"
1887.0,1.0,"POLYGON ((629.9999997905605 379.9999997731072, 629.9999997731072 369.9999997731072, 619.9999997731072 369.99999979056054, 619.9999997905605 379.99999979056054, 629.9999997905605 379.9999997731072))"
1886.0,1.0,"POLYGON ((619.9999997905605 379.99999979056054, 619.9999997731072 369.99999979056054, 609.9999997731072 369.99999980801385, 609.9999997905605 379.99999980801385, 619.9999997905605 379.99999979056054))"
1885.0,1.0,"POLYGON ((609.9999997905605 379.99999980801385, 609.9999997731072 369.99999980801385, 599.9999997731072 369.99999982546717, 599.9999997905605 379.99999982546717, 609.9999997905605 379.99999980801385))"
1884.0,1.0,"POLYGON ((599.9999997905605 379.99999982546717, 599.9999997731072 369.99999982546717, 589.9999997731072 369.9999998429204, 589.9999997905605 379.9999998429204, 599.9999997905605 379.99999982546717))"
1841.0,1.0,"POLYGON ((669.9999998080139 389.99999970329407, 669.9999997905605 379.99999970329407, 659.9999997905605 379.9999997207474, 659.9999998080139 389.9999997207474, 669.9999998080139 389.99999970329407))"
1840.0,1.0,"POLYGON ((659.9999998080139 389.9999997207474, 659.9999997905605 379.9999997207474, 649.9999997905605 379.9999997382007, 649.9999998080139 389.9999997382007, 659.9999998080139 389.9999997207474))"
1839.0,1.0,"POLYGON ((649.9999998080139 389.9999997382007, 649.9999997905605 379.9999997382007, 639.9999997905605 379.9999997556539, 639.9999998080139 389.9999997556539, 649.9999998080139 389.9999997382007))"
